Name,SMILES,InChI,InChIKey,Source,FooDB ID,DNMT1,DNMT3a,DNMT3b,HAT/Ep300,HAT2B/Ep300,HAT3B/p300,EZH2,PRMT1,HDAC1,HDAC2,HDAC3,HDAC4,HDAC5,HDAC6,HDAC7,HDAC8,HDAC9,HDAC10,HDAC11,SIRT1,SIRT2,SIRT3,SIRT4,SIRT5,SIRT6,SIRT7,LSD1,KDM1A,KDM1B,KDM2A,KDM2B,KDM3A,KDM3B,KDM4A,KDM4B,KDM4C,KDM4D,KDM5A,KDM5B,KDM5C,KDM5D,KDM6A,KDM6B,KDM7A,KDM8,BET/BRD4,Unknown epigenetic target DNMT,Unknown epigenetic target HAT,Unknown epigenetic target HDAC,Unknown epigenetic target,Total Targets,COCONUT ID,DOI
Phenethyl isothiocyanate (PEITC),C1=CC=C(C=C1)CCN=C=S,"InChI=1S/C9H9NS/c11-8-10-7-6-9-4-2-1-3-5-9/h1-5H,6-7H2",IZJDOKYDEWTZSO-UHFFFAOYSA-N,"Cruciferous vegetables (broccoli, cabbage, kale)",FDB004307,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0379475,"10.3390/nu13113714, 10.1158/1940-6207.CAPR-20-0217"
Phloretin,Oc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1,"InChI=1S/C15H14O5/c16-10-4-1-9(2-5-10)3-6-12(18)15-13(19)7-11(17)8-14(15)20/h1-2,4-5,7-8,16-17,19-20H,3,6H2",VGEREEWJJVICBM-UHFFFAOYSA-N,"Apples, pears, strawberries",FDB015553,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CNP0290030,10.3389/fgene.2019.00079
Phlorizin ,OC[C@H]1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc3ccc(O)cc3)[C@H](O)[C@@H](O)[C@@H]1O,"InChI=1S/C21H24O10/c22-9-16-18(27)19(28)20(29)21(31-16)30-15-8-12(24)7-14(26)17(15)13(25)6-3-10-1-4-11(23)5-2-10/h1-2,4-5,7-8,16,18-24,26-29H,3,6,9H2/t16-,18-,19+,20-,21-/m1/s1",IOUVKUPGCMBWBT-QNDFHXLGSA-N,"Mexican oregano, European plum, apple, pomegranate, apricot, abalone, abiyuch, acerola, acorn, and adzuki bean",FDB015554,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CNP0171967,10.3389/fgene.2019.00079
Piceatannol,Oc1cc(O)cc(\C=C\c2ccc(O)c(O)c2)c1,"InChI=1S/C14H12O4/c15-11-5-10(6-12(16)8-11)2-1-9-3-4-13(17)14(18)7-9/h1-8,15-18H/b2-1+",CDRPUGZCRXZLFL-OWOJBTEDSA-N,"Grapes, red wine",FDB012295,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CNP0201090,10.1016/j.taap.2021.115467
Pomiferin,CC(C)=CCc1c(O)c2C(=O)C(=COc2c3C=CC(C)(C)Oc13)c4ccc(O)c(O)c4,"InChI=1S/C25H24O6/c1-13(2)5-7-15-21(28)20-22(29)17(14-6-8-18(26)19(27)11-14)12-30-24(20)16-9-10-25(3,4)31-23(15)16/h5-6,8-12,26-28H,7H2,1-4H3",GHCZYXUOYFOXIP-UHFFFAOYSA-N,Osage orange fruit,Not in database,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Not in database,10.1002/tcr.201800133
Proanthocyanidins,COc1c(O)cc(cc1O)C2Oc3c(C[C@H]2O)c(O)cc(O)c3[C@@H]4[C@@H](O)[C@H](Oc5cc(O)cc(O)c45)c6ccc(O)cc6,"InChI=1S/C30H26O13/c31-14-7-19(35)16-11-25(28(41-23(16)9-14)12-1-3-17(33)20(36)5-12)43-30(13-2-4-18(34)21(37)6-13)29(40)27(39)26-22(38)8-15(32)10-24(26)42-30/h1-10,25,27-29,31-40H,11H2",HGVVOUNEGQIPMS-UHFFFAOYSA-N,"Berries, grapes, cocoa",FDB007223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Not in database,10.1007/s11356-021-15594-8
Procyanidin B2,OC1Cc2c(O)cc(O)c([C@@H]3C(O)C(Oc4cc(O)cc(O)c34)c5ccc(O)c(O)c5)c2OC1c6ccc(O)c(O)c6,"InChI=1S/C30H26O12/c31-13-7-20(37)24-23(8-13)41-29(12-2-4-16(33)19(36)6-12)27(40)26(24)25-21(38)10-17(34)14-9-22(39)28(42-30(14)25)11-1-3-15(32)18(35)5-11/h1-8,10,22,26-29,31-40H,9H2/t22-,26-,27-,28-,29-/m1/s1",XFZJEEAOWLFHDH-NFJBMHMQSA-N,"Apples, grapes, red wine",FDB012204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,CNP0410482,10.1007/s11356-021-15594-8
Prostaglandin E2 (PGE2),CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,"InChI=1S/C20H32O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h4,7,12-13,15-17,19,21,23H,2-3,5-6,8-11,14H2,1H3,(H,24,25)/b7-4-,13-12+/t15-,16+,17+,19+/m0/s1",XEYBRNLFEZDVAW-ARSRFYASSA-N,"Abalone, abiyuch, acerola, acorn, adzuki bean, agar, agave, alaskan blueberry, alaskan wild rhubarb, and alfalfa",FDB022498,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CNP0106089,10.1007/s11356-021-15594-8
Psilocybin,CN(C)CCc1c[nH]c2cccc(O[P](O)(O)=O)c12,"InChI=1S/C12H17N2O4P/c1-14(2)7-6-9-8-13-10-4-3-5-11(12(9)10)18-19(15,16)17/h3-5,8,13H,6-7H2,1-2H3,(H2,15,16,17)",QVDSEJDULKLHCG-UHFFFAOYSA-N,Certain species of mushrooms,Not in database,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0163590,10.4103/1995-7645.272482
Pterostilbene,COc1cc(OC)cc(\C=C\c2ccc(O)cc2)c1,"InChI=1S/C16H16O3/c1-18-15-9-13(10-16(11-15)19-2)4-3-12-5-7-14(17)8-6-12/h3-11,17H,1-2H3/b4-3+",VLEUZFDZJKSGMX-ONEGZZNKSA-N,"Blueberries, grapes, almonds, peanuts",FDB012375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0171505,"10.3390/ijms20184567,10.1002/biof.1401"
Pyridoxine,Cc1ncc(CO)c(CO)c1O,"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3",LXNHXLLTXMVWPM-UHFFFAOYSA-N,"Meat, poultry, fish, whole grains, bananas, nuts",FDB000574,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0297581,"10.3390/ijms20020319,10.1007/s10571-020-00979-z,10.3390/ijms24032346,10.1016/j.mam.2016.11.007,10.3390/nu12092738"
Quercetin,Oc1cc(O)c2C(=O)C(=C(Oc2c1)c3ccc(O)c(O)c3)O,"InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H",REFJWTPEDVJJIY-UHFFFAOYSA-N,"Onions, apples, berries, grapes, citrus fruits",FDB011904,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CNP0215502,"10.3389/fgene.2021.758733,10.3390/ijms231911712,10.3389/fgene.2022.960263,10.3390/plants11192524,10.2174/1568026622666220119111538,10.1155/2021/9995903,10.3390/antiox10121859,10.2217/epi-2018-0081,10.1016/j.taap.2021.115467,10.1080/10408398.2020.1825286,10.1002/ptr.7069"
R-Lipoic Acid,OC(=O)CCCC[C@@H]1CCSS1,"InChI=1S/C8H14O2S2/c9-8(10)4-2-1-3-7-5-6-11-12-7/h7H,1-6H2,(H,9,10)/t7-/m1/s1",AGBQKNBQESQNJD-SSDOTTSWSA-N,"Spinach, broccoli, tomatoes, organ meats",FDB022631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0120491,10.1016/j.arr.2017.09.006
Reserpine,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,"InChI=1S/C33H40N2O9/c1-38-19-7-8-20-21-9-10-35-16-18-13-27(44-32(36)17-11-25(39-2)30(41-4)26(12-17)40-3)31(42-5)28(33(37)43-6)22(18)15-24(35)29(21)34-23(20)14-19/h7-8,11-12,14,18,22,24,27-28,31,34H,9-10,13,15-16H2,1-6H3/t18-,22+,24-,27-,28+,31+/m1/s1",QEVHRUUCFGRFIF-MDEJGZGSSA-N,Rauwolfia serpentina plant (used in traditional medicine),Not in database,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CNP0247661,"10.3390/nu13113714,10.3390/antiox9090865"
Resveratrol,Oc1ccc(cc1)C=Cc2cc(O)cc(O)c2,"InChI=1S/C14H12O3/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(17)8-11/h1-9,15-17H/b2-1+",LUKBXSAWLPMMSZ-OWOJBTEDSA-N,"Grapes, red wine, peanuts",FDB031212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,CNP0206886,"10.3390/biom11081176,10.1016/j.arr.2021.101271,10.3389/fphar.2018.01201,10.3390/molecules27217524,10.3390/ijms231911712,10.1039/d2fo00186a,10.3389/fgene.2022.960263,10.3390/plants11192524,10.1186/s11658-021-00301-9,10.1007/s00011-020-01425-y,10.1155/2021/9995903,10.3390/antiox10121859,10.3390/nu12030761,10.3390/ijms21114006,10.3389/fimmu.2020.01407,10.2217/epi-2018-0081,10.1007/s10522-019-09817-2,10.1016/j.taap.2021.115467,10.3390/biomedicines10010170,10.1002/biof.1401,10.3390/antiox9090865,10.1007/978-3-030-20301-6_16,10.1080/10408398.2020.1825286,10.3389/fonc.2018.00644,10.1002/ptr.7069,10.1016/j.foodres.2019.108646,10.1186/s13148-019-0659-4,10.1016/j.phrs.2019.104350"
Retinoic Acid,CC1=C(\C=C\C(C)=C\C=C\C(C)=C\C(O)=O)C(C)(C)CCC1,"InChI=1S/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/b9-6+,12-11+,15-8+,16-14+",SHGAZHPCJJPHSC-YCNIQYBTSA-N,"Animal-based foods (liver, fish oils)",FDB022710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0209779,"10.3389/fmed.2022.712313,10.3390/cancers12113158,10.3390/jcm9103187,10.1242/dmm.037051,10.1002/14651858.CD011960.pub2,10.1016/j.jaut.2017.12.007,10.1155/2017/3684178,10.1134/S0006297917060086,10.1039/d2fo00822j,10.1146/annurev-pharmtox-052120-104428,10.3390/jpm11030211,10.2174/1871530319666190529101816,10.1080/10408398.2015.1060940"
Retinol,CC(=C\CO)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,"InChI=1S/C20H30O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,21H,7,10,14-15H2,1-5H3/b9-6+,12-11+,16-8+,17-13+",FPIPGXGPPPQFEQ-OVSJKPMPSA-N,"Animal-based foods (liver, fish oils, dairy products, eggs)",FDB013828,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0254958,"10.3389/fendo.2018.00357,10.3390/nu9030246,10.1038/nrgastro.2017.38,10.3389/fnut.2022.992986,10.1146/annurev-pharmtox-052120-104428,10.3390/jpm11030211,10.2174/1871530319666190529101816,10.1093/advances/nmy025,10.1556/650.2017.30855,10.1080/10408398.2015.1060940,10.1080/10408398.2020.1712674,10.1016/j.yfrne.2019.100773,10.3390/nu9090962,10.1007/978-981-10-5526-3_2,10.3390/nu12092738,10.2174/1872312814999211130093625"
S-Allylcysteine (SAC),C=CCSCC(C(=O)O)N,"InChI=1S/C6H11NO2S/c1-2-3-10-4-5(7)6(8)9/h2,5H,1,3-4,7H2,(H,8,9)/t5-/m0/s1",ZFAHNWWNDFHPOH-YFKPBYRVSA-N,"Softneck garlic, garden onion, garlic, green onion, red onion, and welsh onion",FDB012675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,CNP0283362,10.1007/s11356-021-15594-8
Saikosaponin A,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3C=C[C@]56OC[C@@]7(CCC(C)(C)C[C@@H]57)[C@@H](O)C[C@@]46C)[C@]2(C)CO)[C@H](O)[C@@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]1O,"InChI=1S/C42H68O13/c1-21-28(46)33(55-34-31(49)30(48)29(47)22(18-43)53-34)32(50)35(52-21)54-27-10-11-37(4)23(38(27,5)19-44)8-12-39(6)24(37)9-13-42-25-16-36(2,3)14-15-41(25,20-51-42)26(45)17-40(39,42)7/h9,13,21-35,43-50H,8,10-12,14-20H2,1-7H3/t21-,22-,23-,24-,25-,26+,27+,28+,29-,30+,31-,32-,33+,34+,35+,37+,38+,39-,40+,41-,42+/m1/s1",KYWSCMDFVARMPN-MSSMMRRTSA-N,Bupleurum falcatum (Chinese medicinal herb),Not in database,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0102764,10.2174/0929867328666210707165530
Salicylic Acid,OC(=O)c1ccccc1O,"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)",YGSDEFSMJLZEOE-UHFFFAOYSA-N,"Fruits, vegetables, herbs (berries, citrus fruits, tomatoes, willow bark)",FDB000882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0230203,"10.1093/jxb/eraa072,10.3390/ijms23137031,10.3390/cells10050979,10.1007/s13562-021-00739-0,10.1016/j.jplph.2017.03.018"
Salvianolic Acid A,OC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)\C=C\c2ccc(O)c(O)c2\C=C\c3ccc(O)c(O)c3,"InChI=1S/C26H22O10/c27-18-7-2-14(11-21(18)30)1-6-17-16(4-9-20(29)25(17)33)5-10-24(32)36-23(26(34)35)13-15-3-8-19(28)22(31)12-15/h1-12,23,27-31,33H,13H2,(H,34,35)/b6-1+,10-5+/t23-/m1/s1",YMGFTDKNIWPMGF-UCPJVGPRSA-N,"Danshen (Salvia miltiorrhiza, Chinese medicinal herb)",Not in database,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0232078,10.7150/ijbs.37467
Salvianolic Acid B,OC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)/C=C/c2ccc(O)c3O[C@H]([C@H](C(=O)OC(Cc4ccc(O)c(O)c4)C(O)=O)c23)c5ccc(O)c(O)c5,"InChI=1S/C36H30O16/c37-20-6-1-16(11-24(20)41)13-27(34(45)46)50-29(44)10-5-18-3-9-23(40)33-30(18)31(32(52-33)19-4-8-22(39)26(43)15-19)36(49)51-28(35(47)48)14-17-2-7-21(38)25(42)12-17/h1-12,15,27-28,31-32,37-43H,13-14H2,(H,45,46)(H,47,48)/b10-5+/t27-,28?,31-,32+/m1/s1",SNKFFCBZYFGCQN-RDHSGEKBSA-N,"Danshen (Salvia miltiorrhiza, Chinese medicinal herb)",FDB030001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0222282,10.7150/ijbs.37467
Secoisolariciresinol,COc1cc(C[C@@H](CO)[C@H](CO)Cc2ccc(O)c(OC)c2)ccc1O,"InChI=1S/C20H26O6/c1-25-19-9-13(3-5-17(19)23)7-15(11-21)16(12-22)8-14-4-6-18(24)20(10-14)26-2/h3-6,9-10,15-16,21-24H,7-8,11-12H2,1-2H3/t15-,16-/m0/s1",PUETUDUXMCLALY-HOTGVXAUSA-N,"Flaxseed, sesame seeds",FDB012660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Not in database,10.3389/fgene.2019.00079
Selenium (Se),[Se],InChI=1S/Se,BUGBHKTXTAQXES-UHFFFAOYSA-N,"Brazil nuts, seafood, organ meats",FDB013400,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Not in database,10.1007/s11356-021-15594-8
Shikonin,CC(C)=CCC(O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,"InChI=1S/C16H16O5/c1-8(2)3-4-10(17)9-7-13(20)14-11(18)5-6-12(19)15(14)16(9)21/h3,5-7,10,17-19H,4H2,1-2H3/t10-/m1/s1",NEZONWMXZKDMKF-SNVBAGLBSA-N,Lithospermum erythrorhizon plant,Not in database,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0143722,10.3390/nu13113714
Silibinin,COc1cc(ccc1O)C2Oc3cc(ccc3OC2CO)C4Oc5cc(O)cc(O)c5C(=O)C4O,"InChI=1S/C25H22O10/c1-32-17-6-11(2-4-14(17)28)24-20(10-26)33-16-5-3-12(7-18(16)34-24)25-23(31)22(30)21-15(29)8-13(27)9-19(21)35-25/h2-9,20,23-29,31H,10H2,1H3/t20-,23+,24-,25-/m1/s1",SEBFKMXJBCUCAI-HKTJVKLFSA-N,Milk thistle plant,Not in database,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CNP0375721,"10.3389/fgene.2021.758733,10.1002/ptr.7069"
Sodium Butyrate,[Na+].CCCC([O-])=O,"InChI=1S/C4H8O2.Na/c1-2-3-4(5)6;/h2-3H2,1H3,(H,5,6);/q;+1/p-1",MFBOGIVSZKQAPD-UHFFFAOYSA-M,"Butter, ghee, some fermented foods",Not in database,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Not in database,"10.3389/fneur.2019.00663,10.1016/j.genrep.2018.06.012,10.2217/epi-2018-0081,10.3390/antiox11010035"
Solamargine,C[C@@H]1CC[C@@]2(NC1)O[C@H]3C[C@H]4[C@@H]5CC=C6C[C@H](CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C)O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O,"InChI=1S/C45H73NO15/c1-19-9-14-45(46-17-19)20(2)30-28(61-45)16-27-25-8-7-23-15-24(10-12-43(23,5)26(25)11-13-44(27,30)6)57-42-39(60-41-36(53)34(51)32(49)22(4)56-41)37(54)38(29(18-47)58-42)59-40-35(52)33(50)31(48)21(3)55-40/h7,19-22,24-42,46-54H,8-18H2,1-6H3/t19-,20+,21+,22+,24+,25-,26+,27+,28+,29-,30+,31+,32+,33-,34-,35-,36-,37+,38-,39-,40+,41+,42-,43+,44+,45-/m1/s1",MBWUSSKCCUMJHO-ZGXDEBHDSA-N,"Plants of the Solanaceae family (eggplant, tomato, potato)",FDB002455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0220721,10.3390/nu13113714
Squalene,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,"InChI=1S/C30H50/c1-25(2)15-11-19-29(7)23-13-21-27(5)17-9-10-18-28(6)22-14-24-30(8)20-12-16-26(3)4/h15-18,23-24H,9-14,19-22H2,1-8H3/b27-17+,28-18+,29-23+,30-24+",YYGNTYWPHWGJRM-AAJYLUCBSA-N,"Shark liver oil, vegetable oils (olive oil, amaranth oil)",FDB015780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0183709,10.3390/ijms23158233
Sucrose,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1",CZMRCDWAGMRECN-UGDNZRGBSA-N,"Sugarcane, sugar beets, sweetened foods and beverages",FDB001131,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CNP0208561,"10.1002/ddr.21796,10.3389/fonc.2019.01078,10.1016/j.tig.2017.03.008,10.1016/j.ynstr.2016.08.004,10.12997/jla.2022.11.1.20"
Sulforaphane (SFN),CS(=O)CCCCN=C=S,"InChI=1S/C6H11NOS2/c1-10(8)5-3-2-4-7-6-9/h2-5H2,1H3",SUVMJBTUFCVSAD-UHFFFAOYSA-N,"Cruciferous vegetables (broccoli, cabbage, cauliflower)",FDB012608,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,CNP0234477,10.3390/nu13113714
Tangeretin,COc1ccc(cc1)C2=CC(=O)c3c(OC)c(OC)c(OC)c(OC)c3O2,"InChI=1S/C20H20O7/c1-22-12-8-6-11(7-9-12)14-10-13(21)15-16(23-2)18(24-3)20(26-5)19(25-4)17(15)27-14/h6-10H,1-5H3",ULSUXBXHSYSGDT-UHFFFAOYSA-N,"Citrus fruits (tangerines, oranges)",FDB002412,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,CNP0390158,10.3389/fgene.2021.758733
Tanshinone IIA (TIIA),CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,"InChI=1S/C19H18O3/c1-10-9-22-18-12-6-7-13-11(5-4-8-19(13,2)3)15(12)17(21)16(20)14(10)18/h6-7,9H,4-5,8H2,1-3H3",HYXITZLLTYIPOF-UHFFFAOYSA-N,Salvia miltiorrhiza (a traditional Chinese medicinal herb),Not in database,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CNP0158912,10.1007/s11356-021-15594-8
Tetrahydrocannabinol,CCCCCc1cc(O)c2C3CC(=CCC3C(C)(C)Oc2c1)C,"InChI=1S/C21H30O2/c1-5-6-7-8-15-12-18(22)20-16-11-14(2)9-10-17(16)21(3,4)23-19(20)13-15/h9,12-13,16-17,22H,5-8,10-11H2,1-4H3",HCAWPGARWVBULJ-UHFFFAOYSA-N,Cannabis (marijuana),FDB031310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CNP0192762,10.1016/j.banm.2020.04.004
Tetrahydrocurcumin,COC1CC(CC=C1O)\C=C\C(=O)CC(=O)\C=C\c2ccc(O)c(OC)c2,"InChI=1S/C21H24O6/c1-26-20-11-14(5-9-18(20)24)3-7-16(22)13-17(23)8-4-15-6-10-19(25)21(12-15)27-2/h3-5,7-11,15,21,24-25H,6,12-13H2,1-2H3/b7-3+,8-4+",CRCHRNHFHJDFAA-FCXRPNKRSA-N,Derived from curcumin (found in turmeric),FDB005352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Not in database,10.3390/molecules27165100
